avg_diff,std_diff,min_diff,avg,std,min,won
57.79962,3.2187805,-89.58846,741.0857,242.02924,72.045006,0
65.39307,65.09808,-47.88085,717.75653,272.7422,116.82545,1
39.70392,2.5731812,4.1087646,750.95044,254.97281,99.84304,1
23.424194,4.7626343,-29.574142,720.00635,266.89908,107.68536,1
-72.45856,-7.7001038,-17.314125,693.182,264.47742,114.534096,1
-13.840942,-47.823486,-73.88011,762.85596,256.43,86.260925,0
21.557434,10.977112,99.17817,689.5856,250.94081,182.71228,0
-64.49335,-19.104187,76.008354,721.9199,292.49228,170.46541,1
62.67798,7.526932,172.08212,749.12195,262.26944,214.78767,1
-83.80127,6.7962646,-31.860886,679.85345,246.4969,120.21448,1
-90.7406,-24.460892,13.977219,697.3374,226.24992,171.58923,1
-19.432129,35.151855,29.331665,724.7251,257.85895,199.14781,0
56.372437,5.2753906,-129.30737,806.4302,276.8938,23.648201,0
-49.944885,1.3826294,-23.707024,749.8772,268.10202,64.82398,1
-13.534485,-6.3529053,-66.96872,742.5101,259.18262,68.47598,0
21.034302,5.946945,-1.5944977,724.39154,232.05058,171.55565,1
-74.98291,-1.9264221,20.057297,715.40594,266.53293,141.36952,0
30.911987,-13.0946045,-97.624146,757.20465,247.84271,70.3338,1
5.854309,2.8548737,46.350533,714.9511,242.07211,116.24359,1
73.30066,24.04309,4.2954254,766.03503,256.2468,201.27773,1
-2.74115,5.5932617,-30.038315,751.5144,246.74211,99.26193,1
16.481812,-3.5630646,-41.72415,730.4834,248.89587,158.47853,0
70.79205,79.95711,24.642502,705.4543,287.31265,122.833305,0
-11.951111,17.186127,-42.619156,746.1695,253.57,152.15318,0
22.4906,45.338913,-165.87509,756.79877,295.38394,70.24123,0
-52.936646,3.5629578,-55.408936,662.4027,260.16626,138.97522,1
-70.48712,-4.493698,-7.5512085,732.64087,242.12056,161.45604,1
-24.814209,-31.479279,64.268585,726.39575,223.42372,199.7527,0
-47.074768,16.366547,-119.11307,721.1902,252.27931,167.48407,0
145.99268,-33.043503,-2.7944336,874.32477,236.0967,126.47626,0
49.540344,18.91278,17.462563,778.08984,253.84474,94.50655,0
-21.362854,7.5273438,-96.18042,748.26166,265.1071,153.95247,1
-42.133484,-27.945984,-11.880173,732.7826,234.97595,162.03731,1
-121.48389,21.037704,-92.418365,689.17316,251.58035,130.67131,0
-61.98706,16.99858,-56.462708,740.5865,266.9085,132.09174,0
24.055481,-9.8385315,-70.64977,755.687,236.27985,94.11782,1
-73.23688,-17.486267,-43.789444,678.1642,225.26704,130.65366,0
22.460083,2.2222137,171.151,779.8451,244.90347,268.51834,1
-14.786011,-5.5893097,75.59854,757.24207,237.60756,261.78757,0
,,,801.8739,291.77316,75.09818,0
-68.910095,3.8319855,-47.830566,707.8021,250.10274,110.72949,0
34.726074,23.311127,141.9917,767.0329,276.0186,236.20312,1
-66.27167,7.544464,-41.731934,749.8387,271.48883,123.754395,1
-95.22089,75.51814,-176.95505,728.3815,281.22235,72.3982,1
15.720947,37.852707,-2.290039,790.16473,266.1397,224.41148,0
,,,,,,0
-75.11603,15.51416,71.44565,797.8798,274.05212,235.62416,0
-81.42761,-29.330109,103.032745,759.8444,227.9531,253.57411,1
7.479492,-38.69037,6.1158752,736.2289,241.14911,136.44273,1
51.05359,-4.53598,-22.833084,776.66956,260.5724,203.64001,0
-66.73059,25.34903,29.649063,729.5737,261.0247,135.9763,0
-8.883301,-13.626526,134.90497,747.9644,252.09592,214.25407,1
46.18524,-26.120361,-7.991852,785.1362,266.30185,139.04765,1
64.93231,-3.6216888,85.597015,825.16284,239.8962,235.9405,1
62.22516,-8.563843,-49.29294,801.3967,288.61584,108.687164,0
-31.10907,28.464035,-82.802765,751.11523,281.08374,108.15073,1
87.98468,5.198578,59.74791,806.7903,271.659,166.83492,0
38.128235,-10.987305,14.767502,794.4255,252.64807,185.52116,1
-15.159973,-44.475403,-0.21260834,719.7494,247.05151,127.19114,1
25.201416,-22.522873,88.018326,775.4827,231.21104,156.52882,0
12.875671,25.635864,-65.84767,762.93585,287.44998,70.67523,0
29.011047,4.7685394,-38.986732,743.7115,253.7179,107.65989,1
35.086487,-16.3508,118.203606,746.3554,245.40787,184.69788,0
5.6691284,-1.772049,-37.18927,715.37384,232.60631,136.18353,0
-15.345032,-21.328873,43.980827,723.5344,241.9645,146.2744,0
-101.91437,-19.763855,18.505219,718.7761,251.27142,138.72736,1
-26.109802,59.59253,34.382942,752.23553,320.78836,154.64482,1
24.386353,-2.7707214,-0.44070435,774.5865,257.21432,165.9586,1
-25.756714,28.943298,-25.676262,728.9209,276.41608,118.93517,1
25.218567,49.008255,28.545868,816.8956,297.9219,189.76624,0
1.125061,32.318695,16.086784,785.7999,301.7015,120.341095,0
-18.474915,-21.915558,60.014786,829.89233,260.77658,232.46663,0
3.039978,21.356201,-61.308548,768.98303,289.71075,129.74437,0
-99.91205,-2.347763,-49.527298,716.07007,237.29402,189.3018,1
0.41448975,23.20227,-128.20764,747.57104,306.64587,86.9707,0
41.930542,-22.021759,-97.75234,770.90765,227.82765,101.34365,0
-1.6793823,-39.922913,-10.379669,774.68335,246.31522,164.6981,0
-6.043762,11.699875,34.77825,745.18195,253.52316,146.19084,0
38.250916,12.141907,4.3596344,763.6499,271.7082,118.865746,1
-54.93878,-32.151627,59.13423,692.9026,235.6035,154.32451,0
-96.52887,-4.4505615,36.338272,719.959,267.7892,153.30418,0
3.4719238,-28.71164,97.41272,788.1498,243.80688,254.32349,0
-23.212524,7.850281,103.7915,741.8019,277.34735,210.06328,0
17.412415,18.207993,-8.81604,794.9086,272.30878,156.829,0
-14.414978,-7.6763153,45.864014,763.96967,254.11555,192.32512,1
-20.508179,-0.850708,-53.693123,735.9162,239.15395,68.35068,0
15.751282,18.612411,-5.92778,769.964,268.9541,169.01059,1
-42.33252,-19.31308,-65.84879,755.7491,246.18723,77.49964,0
22.620178,2.6096191,-87.5121,775.8948,271.20187,55.516155,1
-46.376587,30.177734,-56.181618,723.9258,266.72375,123.26609,1
-36.12793,-12.402924,91.25182,746.39087,253.01584,217.4175,0
102.148865,20.435486,-80.85588,798.8349,280.1485,165.44344,0
109.772156,-31.539246,61.51828,791.9947,226.85428,199.59294,1
-9.501892,-41.621506,-118.14406,747.6762,250.2165,72.87201,0
-8.974609,27.051514,-92.59779,736.5259,277.14273,111.46442,0
80.22919,-5.3379974,1.3518829,750.40576,252.77928,148.9876,0
-74.88043,-30.902618,-33.934525,706.18536,259.83258,137.19048,1
33.494263,9.943878,116.13267,783.2134,298.75638,204.92455,0
-13.762146,9.107681,75.968704,751.8823,258.98038,253.40926,0
17.983154,7.4597015,-19.289703,763.7662,260.9763,144.43768,1
63.75049,-0.065582275,-65.899414,802.0533,247.4272,112.94873,1
-58.347717,5.7757874,-33.558533,740.99506,272.12537,96.93463,0
30.949585,32.343582,-51.937912,746.24615,271.80362,77.69795,0
-84.545166,24.672256,-16.101837,661.107,255.43405,129.33481,0
-25.485718,-7.6918793,-31.313568,713.1883,249.19713,148.56017,1
-85.019775,-26.687729,42.095238,657.11584,246.74648,152.52594,0
-14.770996,-18.531448,64.86237,769.3016,251.76,190.9071,0
-8.901184,-7.0087433,-97.32715,738.8829,255.37987,88.12018,1
-4.8641357,-15.599335,-109.27365,723.48596,273.0971,83.13431,0
0.50164795,-1.6477356,-15.230209,735.21564,266.1663,132.8706,0
-9.064514,-29.255371,74.73495,762.49243,254.82379,165.08447,0
-21.526855,8.387802,39.838875,698.7124,252.70049,155.98557,0
-34.77771,-3.885086,-21.5849,689.19275,235.82202,157.66609,0
26.613953,-30.038986,125.90661,703.894,226.35243,210.22655,0
18.584167,33.869354,-1.3246613,797.6053,277.52676,133.69514,1
-11.726685,13.001984,-19.45404,713.1321,275.6615,86.65936,1
75.859924,22.656082,-71.55865,772.7122,268.12433,107.52404,0
-23.282166,-34.026825,38.179497,717.4733,267.3134,159.08302,0
-20.800049,54.22728,-66.571014,737.05457,300.49744,192.37372,0
5.28833,-6.585785,-101.83803,733.3658,266.15823,27.68277,0
99.345276,38.449463,127.598694,789.0311,257.8153,320.48425,1
102.52283,48.30681,-66.51736,758.7369,282.23715,124.35363,0
65.68713,-4.9637146,36.96856,752.5218,255.91345,153.78822,0
-3.1843872,-10.066223,27.357483,713.99384,247.89478,176.06201,0
47.262024,15.668564,18.308708,743.8827,254.0649,101.43246,0
64.785034,-8.088211,-20.682793,762.6953,253.4178,104.79331,1
64.089355,-4.722885,110.75895,774.26373,247.05396,208.70789,0
51.06122,39.588974,-25.924118,783.649,265.30307,135.39987,1
-5.375122,-7.650528,4.627472,741.89264,255.40453,156.56075,0
-2.5437012,13.150497,100.59076,759.67834,263.03635,170.14412,1
3.350708,56.74446,-146.5076,699.79834,288.18506,73.04366,1
115.69232,-31.546204,70.98819,822.9569,253.9082,175.49213,1
-70.95874,-18.005646,-45.75183,744.6068,217.86034,190.75713,1
32.154846,-3.24057,6.8410187,791.9489,254.36841,156.87888,1
-7.919922,10.940735,0.9746399,702.8006,270.49185,116.58423,0
63.740173,-23.86589,5.5477295,785.95624,230.95306,154.74985,1
-67.2489,-13.692474,-56.62078,661.4495,226.5502,86.74532,0
81.02374,-25.55838,72.41957,789.36835,256.17285,165.40279,1
63.10675,-9.581192,76.35952,780.40436,246.8477,164.46605,1
16.7641,38.28131,36.05922,760.79614,273.31055,172.77242,0
20.016602,19.014877,-61.96659,729.9167,264.90213,124.86947,0
-88.60986,-17.751068,-26.985313,654.86993,245.68115,112.38375,0
36.28296,45.13112,-30.592697,718.73596,278.32504,169.12935,1
-16.928162,7.010315,26.646057,701.2188,264.4399,171.32732,1
2.2669678,-14.692017,-53.259323,718.7336,259.23108,114.262115,0
51.510193,13.857025,-17.42633,741.1312,256.5177,134.1203,0
-38.550842,20.514114,-28.439983,659.94934,259.4282,63.900677,1
-82.76117,-3.9851074,-43.049706,670.9001,250.95384,98.745964,1
-108.23157,12.626465,-41.04251,677.3546,257.78903,82.67689,1
-49.90869,-14.237183,-35.77462,693.9353,232.66438,111.70727,0
-42.23883,-36.63855,-8.782379,706.9403,235.65845,108.71317,0
-52.16101,-52.214294,110.41767,700.9622,221.54984,195.8798,1
-28.464905,-68.507614,152.5795,770.86176,218.12639,243.09566,1
-56.22107,7.63974,10.065376,658.5828,244.4556,92.30203,0
32.681152,47.981735,-15.527473,697.40826,268.69672,81.4753,1
73.669495,46.803223,168.2263,809.24316,273.48575,307.6272,1
-94.31006,-32.44153,0.3098297,635.0392,225.09164,134.45822,0
-57.990234,-25.375763,-104.188194,707.3314,254.2692,74.95223,0
20.253479,12.464966,-124.122055,742.2767,292.32312,94.408264,1
63.45465,-9.613892,110.52456,758.9309,264.7299,208.97583,1
96.41919,-5.0184937,89.65221,774.43243,256.76242,186.37123,1
58.50348,-10.954895,135.3176,732.9054,233.4687,245.35364,0
-8.60321,-17.00319,-41.408386,698.36707,238.46399,134.20966,0
,,,751.45294,239.97018,173.1535,1
84.8067,23.31102,-4.050392,747.0542,264.43088,95.29898,1
-20.662964,-29.658966,-92.20409,743.8049,252.90552,73.78339,1
-68.67456,-7.009918,-26.738312,716.0058,265.1602,138.31691,0
-62.805298,-32.506714,-42.849022,683.22656,252.49466,96.751854,1
-71.1756,-16.382477,31.155807,718.16583,271.44598,163.94989,1
52.898743,-4.675995,101.15002,745.66656,269.30573,184.88084,1
85.3609,30.323471,-37.394203,760.5039,255.78145,109.01957,1
11.740295,6.043686,76.71946,676.0617,235.2901,202.33911,0
8.536316,-21.327484,-88.01458,755.09845,250.83258,104.280846,0
23.862305,4.4016724,65.04307,715.57806,243.55727,177.96393,1
63.756104,-45.218323,-4.3288574,787.6199,242.2143,142.97437,1
-19.459778,-4.445038,-71.436165,747.58167,252.96527,104.79148,1
49.605774,-54.126694,86.20983,760.8911,231.10066,204.6836,1
-22.415894,40.989914,-177.46252,732.51935,258.30344,113.78477,0
33.114746,-19.004791,-80.90964,749.046,257.94385,63.19487,1
72.42963,27.185974,-97.478806,756.7393,266.3539,63.840103,1
-9.165894,-36.632004,26.989723,759.6004,232.19896,150.16481,1
-6.778076,-12.195206,-68.6461,740.8648,233.66093,152.19252,1
-37.87628,26.53798,-95.9758,709.59607,279.38205,138.2618,0
152.54327,21.14743,109.77916,807.51324,274.97784,256.3241,1
33.816895,19.309937,72.11176,717.0695,250.7653,156.30078,1
49.205933,-51.61914,143.97266,758.14636,234.14154,189.85803,0
5.0578003,20.997833,-80.348526,706.95184,259.2058,151.76805,0
-27.469482,6.233795,-114.961464,739.249,262.59906,84.7378,1
-42.625305,33.92337,-87.749054,709.7771,274.48483,43.73895,0
51.78833,-5.390503,-7.5848236,746.654,246.70377,129.25287,1
-37.577454,14.687012,85.00454,745.39667,275.1903,200.19823,1
74.33191,0.66773987,27.554138,749.2663,247.12508,133.14792,1
81.17529,-4.4401245,123.387314,746.0238,262.79376,164.77289,0
-4.451294,17.998734,-35.80963,679.71246,251.37375,78.838524,0
-21.829346,25.275497,-29.786789,692.16095,257.99677,161.20607,1
47.94928,-17.315948,-27.464935,742.6143,257.6087,133.26003,1
-1.2536621,-18.562408,53.359238,714.918,233.4344,187.05577,1
42.40924,35.78189,22.784607,772.3219,267.36633,127.6937,0
-56.009216,-39.43251,140.94347,719.7814,207.36526,287.93057,0
-64.991394,3.914978,44.562836,717.9046,239.22598,229.36443,1
-3.6381836,30.949478,-25.266586,703.7317,262.53516,146.326,0
-50.03766,-4.8052063,27.454834,698.03217,264.75998,156.44429,1
4.2523804,-17.824158,8.133484,705.0467,258.77896,95.301216,1
-3.7387085,-13.465317,7.1655273,707.3286,251.79683,193.70152,0
34.39795,0.99050903,8.346947,753.46436,265.9159,135.7342,1
-4.263916,12.160477,-47.738052,700.87897,256.8485,132.91454,0
-81.91913,-14.908722,49.58766,667.3845,265.01242,116.34812,1
-3.5076904,10.706558,-45.498985,750.5774,263.6813,100.938576,0
7.4422607,-22.020355,-120.75427,742.1456,234.20001,45.94408,1
-42.74872,-12.520081,37.797348,729.66864,235.48364,226.24292,0
-25.286682,-7.848404,119.6941,733.755,249.4457,212.65973,0
-48.359375,8.901489,-146.60298,658.7566,241.8926,77.70004,0
-1.357666,-3.6023407,36.120842,703.93286,252.51384,155.41637,1
19.882568,-14.895081,79.69228,719.8221,268.56122,175.4701,1
-50.12445,3.7439117,-99.49666,727.3411,232.24129,221.80388,1
30.123108,-13.186111,-84.92522,740.66583,240.11061,94.29532,1
30.264648,9.022476,88.93413,733.3605,247.29662,220.48749,1
42.190308,13.1249695,-67.075745,739.66205,255.95592,53.704502,1
20.385376,20.490463,-46.374283,747.9587,260.30594,115.25589,1
141.69647,36.54535,132.59302,778.6801,270.37476,257.52042,1
69.193726,36.09613,-40.88981,771.8709,278.6855,118.13389,1
-96.31122,-71.99312,118.96318,716.12506,220.42018,256.5079,1
-54.409912,16.92015,-155.06534,709.1766,268.32382,83.26926,0
-98.86224,40.583527,-227.36133,662.6392,277.08844,75.54736,0
-130.45593,18.740814,55.914665,657.8033,274.9515,133.81557,0
-60.747925,-29.271973,12.357269,740.8269,228.67426,187.23293,1
-91.15741,6.621277,-106.13033,741.64996,269.44638,85.75448,0
-127.13611,-11.299438,-165.2755,697.07806,258.57758,55.30637,0
-60.401917,-38.824753,47.855972,719.3435,227.95964,117.73391,0
1.6364136,13.801086,-33.01293,749.1697,255.12724,126.0714,1
8.746704,5.502136,-47.7465,748.37244,251.20798,107.871956,0
-1.2201538,39.49376,36.873352,739.95874,281.17172,104.36518,0
56.19342,12.596344,89.47954,780.6452,259.82062,266.59882,1
24.322998,-41.95848,29.640854,753.6362,247.35405,188.80849,1
-11.27832,-19.780212,24.266876,704.8741,246.12906,123.24818,0
56.469788,32.748337,60.204544,774.7441,279.32745,202.87373,0
32.56299,12.878876,-47.836853,719.477,253.40663,161.64919,0
-18.551575,-46.226654,107.08728,686.4639,217.35782,198.52051,1
55.06964,-6.13266,-15.934326,774.8035,280.2673,110.725044,1
-33.55786,22.17302,70.564445,713.6067,264.05795,149.14442,0
75.80853,-37.27484,77.58674,780.0818,234.8577,180.31184,0
-44.693848,-20.612091,-23.058846,691.4472,263.18896,63.539734,1
-67.08655,56.306427,-46.531937,696.94946,276.4319,160.46921,0
-51.51758,15.328369,-36.899796,703.5295,280.7621,139.2332,1
71.03265,-31.827866,97.739944,791.57697,230.09752,233.04204,0
105.61774,-2.085022,89.79837,791.1257,249.51968,270.80496,0
-24.792725,-22.748444,57.58373,738.86536,269.54974,97.77253,0
12.038757,-24.879944,116.05873,764.4183,226.70694,302.108,1
2.1847534,18.117783,-135.25754,782.1744,254.28783,115.70138,0
-66.24603,22.044876,-151.68593,723.2532,276.0524,57.94061,1
-13.6901245,1.6576843,-57.139374,715.2345,266.0278,99.234314,0
66.903564,16.387085,-23.948425,787.038,253.00299,133.26665,0
-26.526794,-13.096802,-25.526978,727.4347,238.25687,203.13777,0
-47.46649,-26.367905,-24.972862,686.9712,236.18568,104.41819,1
-11.280334,52.514114,-80.1965,714.5546,282.23666,50.40956,1
84.776794,-10.976883,-56.77977,762.6511,255.42296,147.91774,1
-14.92395,7.598358,-9.135109,744.9107,265.98416,89.5567,0
-5.786316,38.469955,-117.712616,719.1742,252.89337,129.78238,1
19.40216,-28.892578,-89.17649,778.6973,258.65002,110.0884,1
127.4895,1.6609802,-48.931892,831.10077,259.84793,117.996864,1
33.15222,4.6279907,17.330734,730.89984,252.70456,148.04572,1
-103.578064,24.348083,-66.00505,670.19855,280.03836,106.71677,1
88.644226,2.546402,-77.967186,797.8566,254.37527,89.161476,0
22.479797,-17.013718,-55.601448,750.6297,249.45732,73.368355,1
-70.30963,19.274063,-54.559258,704.8313,258.02695,81.64817,1
46.055786,-13.858185,23.326294,783.74615,244.27216,143.02942,1
91.95953,-20.857529,69.06722,813.23676,239.89503,153.24232,1
-9.412048,9.672516,-38.8555,743.6434,247.82811,183.77455,0
-92.37604,4.716873,-35.76471,699.78406,248.62167,185.0628,0
-43.61743,-55.587875,122.54252,693.29144,226.72682,206.71362,0
-4.406128,4.2845764,15.090103,776.2703,273.4143,111.7712,1
8.702759,24.024002,33.651268,758.5455,268.12872,129.01263,0
28.350403,-1.9425049,-17.932022,717.49994,241.71373,145.23048,0
-120.29645,-26.212906,-34.349007,662.45856,231.18617,116.69659,1
-159.76886,8.06192,-90.43721,576.8264,240.3938,59.73332,0
-30.908447,38.378174,-46.21366,701.9707,248.6952,69.42205,0
-69.09686,-11.836975,-50.19658,755.7713,266.9747,68.82435,1
-3.2769775,5.385086,3.159668,804.2127,254.31941,184.04652,1
1.5188599,-15.20134,128.08633,758.59216,239.55336,230.57391,0
31.71399,-8.746994,157.3142,760.4966,223.60742,291.9376,1
52.181458,7.4494324,-58.538414,793.2639,270.54517,89.10171,1
-38.161316,-5.2027283,-72.19978,728.38574,236.76166,130.6499,0
-87.29889,9.552017,89.7372,714.661,259.16064,161.66988,0
-3.7493896,26.709106,24.341797,769.8472,291.3511,168.51344,0
35.338257,0.626297,46.220764,796.30597,235.45502,205.97713,1
-45.086,-11.534393,79.12864,729.8411,233.78165,170.27309,0
-10.759827,29.09729,-115.16996,761.6504,249.93842,111.996925,0
-18.017761,-2.7403717,-85.92586,696.1441,251.5335,87.27411,0
19.38684,23.208374,11.031319,737.5208,279.82285,130.29509,0
25.067383,-21.990509,106.488205,801.36554,246.07657,190.83315,0
-84.46295,-43.12413,54.02427,666.6235,216.12135,178.55286,1
27.12268,-2.370758,-5.0412445,734.10364,267.31927,123.022705,0
8.553284,36.36609,-72.47641,709.34973,277.46945,151.3962,1
-8.649231,5.890381,86.616035,778.06964,279.76187,205.77974,1
5.5997314,-7.362549,10.855591,769.4104,257.1138,154.19145,1
-41.8468,-54.730057,58.083916,721.8057,219.82057,162.24281,1
-44.467346,-23.192642,90.30459,742.1983,247.57713,183.9062,0
-77.08673,21.831802,-138.7081,680.1877,253.25795,72.61141,1
-4.4696655,1.12883,41.129196,736.3292,246.66212,207.18451,0
-51.11261,-3.6498413,-37.111954,708.6487,255.84668,100.048065,1
-67.97339,-0.98605347,-96.00633,717.9722,262.66528,151.95139,0
-72.55609,10.924149,-164.31088,714.72644,256.90408,108.66091,0
-52.398132,3.83255,18.242043,717.7494,289.1173,99.813835,0
38.90985,9.912415,97.89815,723.62427,261.61395,238.00108,0
16.026855,4.571274,-69.71527,770.412,256.2208,101.58197,0
-20.070374,1.7758179,-46.720665,727.04895,243.61542,106.73783,1
19.997253,3.4840698,-146.06592,741.2413,245.0483,112.52451,0
50.60553,52.029327,17.86438,768.96765,287.96188,165.4131,1
-11.140259,27.735977,-8.564499,738.1358,267.67294,109.39127,0
75.10864,-56.677902,162.21545,796.5225,230.99394,205.09569,0
-19.648376,-19.137085,-40.45752,690.5754,245.58118,84.3234,1
-25.032043,24.119186,-147.68362,745.64624,261.52,71.18221,1
18.108093,-37.384415,253.3821,750.4162,236.13634,295.4531,0
-16.02771,0.99684143,79.74242,733.1657,252.82484,200.8861,0
-8.231018,-8.002014,74.33117,763.80786,269.73917,162.04735,0
19.951721,-6.6795044,47.980957,721.74817,260.37137,121.49703,0
