team_name,avg_spacing,std_spacing,min_spacing,won
BUBBLE SORT,738.63916,258.8828,173.21593,0
SCHNITZEL,736.8133,204.94476,229.05658,0
S.O.S.,721.5306,230.92227,194.50677,0
 WASSUP,690.2398,265.74088,96.80066,1
BUBBLE SORT,733.9264,231.61197,145.65161,0
SCHNITZEL,816.79504,250.60895,200.00154,0
S.O.S.,704.11633,226.69612,134.35036,0
 WASSUP,698.17444,257.21417,99.87319,0
S.O.S.,711.42615,244.30736,152.63234,1
NAC,733.1745,235.27814,170.15714,0
NAC,731.19653,249.76561,145.72194,0
COMPLEXITY,744.6705,251.61433,129.00098,0
TEAM EVO,772.6198,274.6223,98.33433,0
9LIVES,746.20416,290.27374,152.2376,0
9LIVES,777.6398,261.99915,191.77217,0
TEAM EVO,721.23975,225.77788,203.21016,0
9LIVES,807.36945,250.05199,187.8493,0
SCHNITZELHAUS,755.29297,241.34975,92.41416,0
SCHNITZELHAUS,750.18286,274.98944,124.203026,0
WASSUP,697.8178,269.38983,95.71249,0
SCHNITZELHAUS,749.78516,240.09839,47.849823,0
WASSUP,761.18884,281.4467,130.55592,0
WASSUP,724.65717,254.13208,104.42478,0
STRICTLYBIZ,770.2182,248.0961,172.6733,0
STRICTLYBIZ,760.4234,271.29208,207.96785,1
STRICTLYBIZ,740.90265,258.7743,146.10999,1
STRICTLYBIZ,700.4699,271.78207,84.92273,0
STRICTLYBIZ,692.824,261.6764,78.41473,0
DELETED,833.1386,267.6605,155.6176,0
ULTIMATES,737.55457,244.86012,144.62355,0
DELETED,796.4033,284.28378,140.19768,1
DELETED,732.27356,266.5288,141.16408,0
DELETED,770.68713,267.22614,207.3315,0
ULTIMATES,722.76324,272.4985,109.22611,0
DELETED,826.419,272.30676,118.27535,0
ULTIMATES,689.0998,251.8862,69.95315,0
GEN.G MOBIL 1,803.5071,239.41101,199.65242,0
ULTIMATES,718.507,272.97263,210.16705,1
ULTIMATES,776.39764,265.43185,214.94661,1
ULTIMATES,721.94885,283.0519,176.32375,1
ULTIMATES,747.00037,254.56783,117.72974,1
ULTIMATES,732.92194,286.9615,136.10728,1
ULTIMATES,713.0523,252.33807,101.930176,0
ULTIMATES,690.7569,250.1136,168.96022,0
ULTIMATES,818.2317,270.62482,121.338646,0
COMPLEXITY,773.95435,241.73099,200.93134,0
COMPLEXITY,709.0903,269.0701,169.21405,1
COMPLEXITY,701.244,242.65826,176.21318,0
GEN.G MOBIL 1,799.9681,243.27243,189.69647,0
GEN.G MOBIL 1,765.3783,240.94041,181.26143,0
GEN.G MOBIL 1,802.06464,257.69244,70.05964,1
GEN.G MOBIL 1,780.0132,297.79306,96.53263,0
SYNERGY,693.3571,262.84875,99.46578,0
TEAM BDS,732.19476,278.44098,165.69917,0
GEEKAY ESPORTS,791.3129,289.82523,70.24714,1
SYNERGY,698.9132,246.62459,128.64192,0
100%,785.76715,257.26666,144.05772,0
GEEKAY ESPORTS,779.6858,252.23413,96.791534,0
TEAM BDS,679.7833,253.60771,178.0414,0
SYNERGY,742.16345,238.04826,158.71136,0
100%,795.7779,263.32156,198.76418,0
GEEKAY ESPORTS,746.38727,244.15446,239.86102,1
TEAM BDS,707.1686,262.27182,96.51963,0
KARMINE CORP,754.12415,246.61859,210.7638,1
GEEKAY ESPORTS,735.04095,258.27133,81.764885,1
100%,761.9698,266.34326,110.156105,0
KARMINE CORP,765.81836,248.84024,81.94137,1
TEAM VITALITY,708.2712,237.72816,158.52869,1
100%,799.7711,248.58221,101.014404,1
TEAM VITALITY,731.5302,267.86334,190.96114,1
100%,819.20605,278.74887,193.98767,1
GEEKAY ESPORTS,693.5587,253.99908,109.37405,0
NIP,750.4584,270.61047,185.62341,1
GEEKAY ESPORTS,722.879,261.28662,106.28236,0
DIGNITAS,885.2094,228.40991,318.1188,1
NIP,767.37024,267.09946,162.24736,1
KARMINE CORP,779.22455,266.13794,54.34906,1
GEEKAY ESPORTS,760.3192,266.14014,149.75525,0
DIGNITAS,826.6317,262.30844,249.25621,1
NIP,785.41406,233.37904,112.61016,1
KARMINE CORP,780.6912,249.90204,42.41344,1
DIGNITAS,819.81537,256.05597,227.91466,1
100%,818.2969,259.04745,99.25836,1
GEEKAY ESPORTS,730.27167,255.88306,85.68156,1
100%,806.6776,271.66675,113.846016,1
GEEKAY ESPORTS,796.93976,312.15884,116.59176,1
GEEKAY ESPORTS,721.6714,268.18204,140.27925,0
LOS LEONES,666.5354,255.0596,85.41967,0
DIGNITAS,844.794,263.32,142.39317,1
GEEKAY ESPORTS,699.28955,239.04033,160.44286,1
LOS LEONES,786.3787,275.7359,239.23633,1
DIGNITAS,790.29645,302.84396,146.44417,1
TEAM BDS,725.57935,245.62231,147.67726,0
TEAM BDS,760.4544,279.64212,114.13739,1
CALIENTE,755.03925,252.64389,105.68046,0
F4WD,755.3434,265.63968,147.61642,1
TEAM BDS,711.79425,248.26378,147.86758,0
CALIENTE,759.1875,280.3566,127.201195,0
TEAM BDS,644.03906,233.88348,140.22672,1
TEAM BDS,708.4713,250.0891,118.56614,0
ATM,692.8138,236.6003,129.5449,1
M8 ALPINE,740.2654,228.04108,189.97638,1
M8 ALPINE,767.0725,270.3209,101.74493,1
M8 ALPINE,729.8205,272.12366,119.21133,0
M8 ALPINE,698.17346,255.81502,71.36278,1
M8 ALPINE,754.89056,263.29935,129.30257,1
M8 ALPINE,729.50806,250.24107,119.28775,1
M8 ALPINE,724.9871,242.00926,149.65955,1
100%,806.9434,244.46335,92.457245,0
DIGNITAS,781.3287,252.80013,63.70576,1
100%,738.6737,259.1701,154.9179,0
DIGNITAS,827.41376,264.60208,130.37535,1
DIGNITAS,801.7171,244.94269,222.21417,1
100%,750.3569,266.961,170.29053,0
KARMINE CORP,753.9071,274.78998,71.89889,1
KARMINE CORP,757.2784,236.36569,98.115814,1
KARMINE CORP,772.89026,259.49872,184.9018,0
KARMINE CORP,740.9946,260.34634,104.666595,1
KARMINE CORP,680.87244,243.44955,122.38635,1
NIP,764.07166,263.5265,104.16233,1
GEEKAY ESPORTS,751.88684,245.75613,92.57406,0
KARMINE CORP,745.68823,258.99945,123.06943,1
KARMINE CORP,788.3085,234.3156,404.84,0
GEEKAY ESPORTS,736.17456,270.83237,42.258415,1
KARMINE CORP,704.20667,248.58122,87.38577,1
GEEKAY ESPORTS,751.286,257.5377,224.82117,0
KARMINE CORP,746.2587,252.3465,187.8293,0
GEEKAY ESPORTS,713.1548,282.35434,131.16771,0
GEEKAY ESPORTS,803.15967,281.15762,120.526276,0
KARMINE CORP,738.67615,248.427,162.58061,1
DIGNITAS,802.1846,242.08273,133.77942,0
KARMINE CORP,751.8777,264.80835,123.064514,1
DIGNITAS,752.32104,265.75107,169.60756,1
DIGNITAS,751.7926,265.0519,202.87103,1
KARMINE CORP,738.25476,240.7972,74.21087,1
DIGNITAS,861.05585,259.45065,288.767,1
DIGNITAS,741.82886,256.1515,214.32825,0
DIGNITAS,743.35486,277.8629,86.92053,1
KARMINE CORP,785.8892,246.26443,223.71098,1
M8 ALPINE,727.714,271.01016,114.88522,1
KARMINE CORP,732.09436,263.26874,154.83499,1
KARMINE CORP,779.6243,262.97528,144.18073,1
M8 ALPINE,731.2796,243.98256,145.45102,1
WILDCARD,720.14746,242.00154,100.222206,0
DIGNITAS,817.4854,282.405,175.08282,1
WILDCARD,740.9733,265.29578,84.40612,0
DIGNITAS,808.9896,254.44699,181.11273,1
WILDCARD,767.54224,283.2549,123.545105,0
DIGNITAS,870.02484,250.36923,121.01371,1
ULTIMATES,730.59125,279.3285,92.67187,1
ULTIMATES,820.5108,269.3026,133.94537,0
TEAM FALCONS,770.6929,243.08804,63.431946,1
ULTIMATES,794.8074,253.12982,203.4272,1
TEAM FALCONS,791.11426,261.12186,204.76256,1
GEN.G MOBIL 1,755.239,255.33287,93.58164,0
TSM,811.0129,268.27655,230.85713,0
GEN.G MOBIL 1,770.2601,256.4315,35.82671,0
TSM,769.8403,239.69057,137.22137,0
GEN.G MOBIL 1,698.742,256.42102,134.32576,0
KARMINE CORP,771.99646,233.31697,237.32446,1
KARMINE CORP,738.7435,236.1639,229.91972,0
FUT ESPORTS,783.97205,273.28033,143.66899,0
GEN.G MOBIL 1,723.6495,252.57437,75.29548,1
M8 ALPINE,678.2238,246.68956,140.43056,0
GEN.G MOBIL 1,759.3229,261.15463,92.03543,1
GEN.G MOBIL 1,760.2206,252.36282,147.18694,1
TWISTED MINDS,809.6873,260.49536,196.17528,1
TWISTED MINDS,811.3292,265.111,177.82405,1
DIGNITAS,806.2978,274.2833,110.14228,0
TWISTED MINDS,797.1371,289.0311,134.99567,1
DIGNITAS,786.10565,274.82837,88.88099,0
DIGNITAS,824.8549,240.46298,124.06138,0
WILDCARD,764.47894,275.9389,113.164696,0
WILDCARD,749.2653,255.98409,116.55782,0
FURIA,726.0839,272.11993,151.91646,0
WILDCARD,743.6377,285.03598,163.22386,1
WILDCARD,733.3056,268.0234,120.428986,0
FURIA,700.29803,268.93185,154.61275,0
FURIA,685.9066,237.12117,88.836784,0
DIGNITAS,843.5298,251.4464,189.05574,0
KARMINE CORP,748.10834,224.7915,73.32689,1
DIGNITAS,833.23157,278.83484,178.59456,1
KARMINE CORP,757.24976,250.75214,98.31606,1
TWISTED MINDS,776.56555,273.29633,122.1838,0
TWISTED MINDS,768.02124,278.64642,195.02184,1
M8 ALPINE,703.48035,264.57852,131.01277,1
TWISTED MINDS,731.2964,276.7439,146.11389,0
M8 ALPINE,743.8513,279.5872,135.88914,0
TWISTED MINDS,839.5407,275.16153,123.8811,1
M8 ALPINE,739.78204,240.89091,269.06396,1
WILDCARD,735.20654,277.93182,154.44025,0
TEAM VITALITY,704.4756,268.7549,120.23724,1
WILDCARD,808.86566,239.15747,179.17226,0
TEAM VITALITY,733.36084,255.96106,145.73936,0
TEAM VITALITY,662.397,258.6967,99.58712,1
TEAM VITALITY,623.5453,260.16797,90.625435,1
TSM,775.8574,244.15369,179.61285,1
TSM,761.25665,271.1076,83.87119,0
TEAM FALCONS,760.0473,235.98013,167.46913,1
TEAM FALCONS,770.2225,258.4722,75.739296,1
TWISTED MINDS,718.6587,252.79832,167.12093,1
KARMINE CORP,785.90564,233.93857,161.42764,0
TWISTED MINDS,749.0618,280.88956,184.65862,0
KARMINE CORP,735.758,249.551,79.80221,1
TWISTED MINDS,772.6136,263.56442,117.73367,1
KARMINE CORP,786.6008,239.23456,195.11311,1
TWISTED MINDS,785.3512,263.84015,161.86707,0
TEAM SECRET,739.4463,233.55338,145.00029,0
TEAM SECRET,703.46234,258.9222,146.47464,1
M8 ALPINE,736.42865,264.2758,139.11818,1
TEAM SECRET,718.4206,222.29506,130.3679,1
M8 ALPINE,694.05554,207.02065,107.10334,0
TEAM SECRET,752.7504,238.62434,216.52379,1
M8 ALPINE,765.1501,251.53752,99.2954,0
M8 ALPINE,645.4655,247.40105,79.68478,1
FURIA,742.9562,273.2015,174.00224,1
FURIA,781.7631,231.35114,231.4449,1
GEN.G MOBIL 1,736.2774,264.3039,111.93494,0
FURIA,720.8948,279.26474,104.19836,1
GEN.G MOBIL 1,786.20233,261.06522,120.309166,1
GEN.G MOBIL 1,750.8046,271.8987,158.44528,1
GEN.G MOBIL 1,761.51434,275.2691,193.66246,1
TEAM SECRET,729.0071,229.5572,108.62335,0
GEN.G MOBIL 1,738.3873,263.89713,111.05602,0
GEN.G MOBIL 1,800.85986,246.81165,158.31139,0
GEN.G MOBIL 1,752.98016,226.67804,59.014862,0
KARMINE CORP,804.59796,257.5173,133.06612,1
KARMINE CORP,765.432,254.56607,164.48112,1
KARMINE CORP,780.3446,256.52313,169.09074,0
KARMINE CORP,750.5612,245.7991,150.13408,0
M8 ALPINE,732.75665,262.75256,120.82998,0
M8 ALPINE,748.1411,240.74599,157.85605,0
M8 ALPINE,707.0774,251.89482,106.34789,1
M8 ALPINE,768.00903,234.83441,254.16338,0
DIGNITAS,838.8281,261.44092,129.63728,0
DIGNITAS,846.7445,234.5925,266.69315,0
DIGNITAS,794.3555,269.7775,132.35492,0
DIGNITAS,795.5527,240.06659,95.95632,0
TEAM VITALITY,718.525,278.19482,81.89452,1
TEAM VITALITY,638.30676,265.0277,69.35705,1
TEAM VITALITY,770.5063,268.60587,98.08553,1
DIGNITAS,853.0768,276.58658,199.51294,1
TWISTED MINDS,828.6954,259.66382,117.480705,1
TWISTED MINDS,743.4586,298.57117,74.12316,1
TWISTED MINDS,784.4506,297.61057,132.39421,0
TWISTED MINDS,784.90094,277.42328,124.15829,0
FIRST TOUCH,740.48706,250.6854,150.96022,0
DIGNITAS ,812.99634,263.83386,122.90796,1
DIGNITAS ,846.03204,251.6891,127.35017,1
DIGNITAS ,839.7241,263.65463,302.22385,0
TEAM FALCONS,735.711,263.27905,120.34292,0
TEAM FALCONS,805.35815,276.43173,140.12463,1
TEAM FALCONS,709.9238,266.6212,65.995766,1
TEAM FALCONS,695.5231,269.25693,64.281166,0
TEAM FALCONS,731.4446,297.58212,113.496796,1
DIGNITAS,855.2339,279.00955,183.755,1
DIGNITAS,827.2928,263.4409,106.91166,0
DIGNITAS,811.1652,278.98456,130.51167,0
MIBR,818.5935,274.23596,86.53329,0
ROC ESPORTS,743.30396,252.74362,111.99078,1
MIBR,750.97437,265.90488,130.40898,1
ROC ESPORTS,732.5528,251.45589,85.40668,1
MIBR,831.5642,252.0408,207.50592,1
ROC ESPORTS,742.51636,245.1986,93.31649,1
MIBR,787.6037,289.70044,173.03285,0
MIBR,761.2421,259.61584,121.10604,0
NIP,722.1921,263.3233,118.92794,1
REBELLION,768.31055,262.56378,153.63399,0
REBELLION,825.8505,286.3451,75.111755,1
NIP,786.1837,268.0835,161.31886,0
NIP,737.0699,251.82687,95.531685,1
REBELLION,785.26013,248.3872,185.7721,0
FUT ESPORTS,732.4689,246.42137,146.21082,0
FUT ESPORTS,738.7806,251.777,148.0363,0
ROC ESPORTS,754.24524,275.7458,114.30469,1
FUT ESPORTS,675.2762,239.71365,112.72428,0
ROC ESPORTS,764.90704,304.3934,95.48169,1
ROC ESPORTS,782.4347,293.4916,59.55806,1
REBELLION,822.07623,275.71823,105.55658,1
REBELLION,833.61163,260.40204,124.79736,0
REBELLION,797.51746,251.51727,209.22722,0
NIP,723.427,229.61714,62.476917,1
NIP,758.3116,247.4289,135.94034,1
REBELLION,791.6475,280.504,191.90082,1
REBELLION,754.1051,275.9246,161.09285,0
REBELLION,745.06836,233.69872,249.89777,0
REBELLION,796.1021,246.152,206.72618,0
MIBR,781.5662,223.51404,136.49644,0
MIBR,825.96533,247.74448,86.68969,0
MIBR,757.3208,287.647,190.5291,0
KARMINE CORP,734.418,215.44894,163.06142,1
DIGNITAS,888.879,259.74344,168.16075,1
KARMINE CORP,738.42365,243.66554,163.7675,1
DIGNITAS,804.1463,261.77975,116.98603,1
KARMINE CORP,762.813,231.43379,209.44263,1
DIGNITAS,862.5652,264.61017,118.08411,1
GEEKAY ESPORTS,749.43304,299.23682,152.50035,0
GEEKAY ESPORTS,736.30914,237.77843,199.1997,0
WILDCARD,774.40875,277.2454,252.38855,1
GEEKAY ESPORTS,701.1199,253.64919,142.72243,0
TWISTED MINDS,753.61975,257.14377,67.63024,1
TWISTED MINDS,721.2236,243.5225,180.16463,0
TEAM FALCONS,769.1534,243.55452,154.72145,1
TWISTED MINDS,800.8033,280.39914,130.36066,0
TEAM FALCONS,765.04755,259.0599,106.57922,1
TWISTED MINDS,806.506,287.39508,186.23491,0
TEAM VITALITY,653.0701,251.17918,199.1554,0
TEAM VITALITY,731.5477,303.4212,167.80377,0
NIP,727.7603,266.5298,196.1435,0
NIP,659.76105,251.73517,58.349884,1
NIP,723.0281,239.18117,166.81508,1
TEAM VITALITY,689.53436,281.8192,90.58384,1
DIGNITAS,832.1209,256.90475,223.27557,0
KARMINE CORP,682.9769,209.0059,151.43398,1
DIGNITAS,840.2887,236.42465,217.81935,0
KARMINE CORP,736.01984,219.29268,206.49858,0
TEAM SECRET,741.5677,244.6971,155.44937,0
TEAM SECRET,735.5478,232.04018,234.74898,0
TEAM FALCONS,732.79443,283.5659,80.820526,0
TEAM SECRET,733.24493,243.33446,154.26595,0
TEAM FALCONS,716.13574,269.31348,42.386616,1
TWISTED MINDS,731.7185,270.59766,112.6944,1
TWISTED MINDS,750.3844,250.1951,132.36534,0
TWISTED MINDS,775.854,280.34827,152.43903,0
GEN.G MOBIL 1,753.34735,247.14941,135.47916,1
GEN.G MOBIL 1,719.20874,242.3884,123.51461,0
GEN.G MOBIL 1,699.3161,225.95074,168.02428,0
GEEKAY ESPORTS,759.10815,239.44376,112.24371,0
GEEKAY ESPORTS,767.61646,260.55576,41.92101,1
ROC ESPORTS,746.1655,265.5831,124.25921,0
ROC ESPORTS,771.9131,255.23529,183.92595,0
ROC ESPORTS,674.9666,248.1868,123.48898,0
NIP,713.2222,263.3755,138.3877,1
NIP,766.7644,273.79584,194.23195,0
NIP,728.82947,257.91727,216.03154,1
TEAM SECRET,716.75195,218.30328,71.72895,1
TEAM SECRET,724.97473,232.91907,188.1544,0
DIGNITAS,824.60077,307.45612,148.35075,0
DIGNITAS,889.77734,232.40419,323.36563,1
KARMINE CORP,746.90533,236.97426,166.9485,1
GEEKAY ESPORTS,738.5218,266.63617,145.26149,1
GEEKAY ESPORTS,745.2152,263.00604,96.90153,1
GEEKAY ESPORTS,729.8805,280.56375,141.24889,1
KARMINE CORP,719.44086,249.57745,154.95079,0
KARMINE CORP,718.75745,232.3534,132.90742,1
KARMINE CORP,751.7963,231.11014,166.912,1
KARMINE CORP,707.46796,240.48093,137.69588,1
KARMINE CORP,685.9717,216.76602,159.36015,1
THE ULTIMATES,667.06775,237.14442,117.0886,0
THE ULTIMATES,734.77264,273.8443,122.1532,0
THE ULTIMATES,746.7518,283.2241,122.13162,1
THE ULTIMATES,733.38525,279.714,139.5312,0
WILDCARD,758.8686,264.84506,153.4281,0
WILDCARD,713.4481,257.45615,149.61421,0
WILDCARD,752.18744,261.72864,152.40749,0
KARMINE CORP,719.4866,247.73885,239.9085,1
KARMINE CORP,731.3222,228.88216,217.51544,1
KARMINE CORP,726.9251,241.57736,192.78697,1
KARMINE CORP,728.839,231.11813,150.66011,1
WILDCARD,769.42004,278.85342,105.3774,0
WILDCARD,763.87787,261.56387,130.79881,0
WILDCARD,733.3084,268.9205,137.49559,0
KARMINE CORP,749.9453,241.54475,203.53423,1
KARMINE CORP,694.18317,242.67697,121.36814,0
KARMINE CORP,724.09174,229.429,223.66675,1
KARMINE CORP,692.84235,238.30312,218.45581,0
KARMINE CORP,707.34595,210.9771,244.3971,0
GEEKAY ESPORTS,751.61395,235.95163,173.88997,0
GEEKAY ESPORTS,695.4517,277.53915,51.327545,0
GEEKAY ESPORTS,723.4244,277.3115,172.74963,0
TEAM FALCONS,676.6883,273.12778,133.97502,1
TEAM FALCONS,736.6657,262.63974,128.30095,0
TEAM FALCONS,721.2937,280.32227,113.49344,0
SYNERGY,719.6645,260.97888,107.596344,1
SYNERGY,714.0064,241.96277,101.54425,1
SYNERGY,691.66315,295.16547,59.949368,0
100%,742.8414,246.36739,138.99693,1
100%,731.4187,276.64005,111.62527,0
100%,697.0838,257.8897,131.87529,1
100%,768.8152,270.8135,151.06503,1
100%,766.52966,266.5193,26.105621,0
100%,671.76404,244.69452,142.03831,0
SAVE THE GAME,678.43494,250.5754,207.29048,0
SAVE THE GAME,697.07446,266.37448,192.91406,0
SAVE THE GAME,665.23035,252.66484,131.33012,0
GEEKAY ESPORTS,786.5674,249.33427,128.2582,0
GEEKAY ESPORTS,728.1221,244.37,69.29116,1
GEEKAY ESPORTS,764.4018,238.61783,193.83043,0
SELEÇÃO,770.1399,264.9897,128.74776,0
SELEÇÃO,684.9975,253.78203,91.00016,0
CALIENTE,787.5973,286.99112,156.23756,1
GEEKAY ESPORTS,747.5378,237.8789,115.897224,0
SELEÇÃO,735.66473,248.79832,133.56653,1
DIGNITAS,750.05695,231.47977,201.97774,0
TEAM VITALITY,739.9023,278.87927,115.60495,1
SELEÇÃO,693.9955,281.39276,143.78682,0
DIGNITAS,709.69385,245.86613,183.29524,1
TEAM VITALITY,659.8886,265.61038,103.71973,1
CALIENTE,753.0511,264.43607,187.83318,0
DIGNITAS,722.1437,249.35718,193.85136,0
M8 ALPINE,686.96826,221.77718,170.64105,1
CALIENTE,822.1814,240.36871,247.73853,0
,746.231,266.104,118.3869,0
M8 ALPINE,737.6683,284.51413,178.86925,0
DIGNITAS,726.5642,239.67209,177.12636,1
STARTPOINT,669.28766,249.02426,83.913124,1
,757.7803,248.1585,123.70223,0
M8 ALPINE,714.0974,239.01608,162.34665,0
STARTPOINT,666.55707,243.78925,177.27838,0
M8 ALPINE,710.55707,260.66852,175.93584,1
STARTPOINT,758.0275,240.62617,205.6761,0
,768.5336,232.88953,225.05199,1
CALIENTE,785.6904,271.47842,154.33856,1
M8 ALPINE,704.41797,239.32101,115.545166,1
DIGNITAS,725.4566,233.773,194.40111,1
CALIENTE,765.79364,271.65186,136.23543,1
,806.8665,284.91272,139.78062,1
STARTPOINT,760.0909,254.787,83.06501,0
DIGNITAS,716.1538,256.55734,142.43575,1
CALIENTE,776.631,294.91815,60.601353,1
,809.06635,273.93768,93.61916,1
DIGNITAS,757.44244,274.74716,216.50505,0
STARTPOINT,696.6058,260.88455,119.24004,1
CALIENTE,742.40515,281.72852,99.41897,1
STARTPOINT,728.56384,262.77054,115.23077,1
SYNERGY,708.47473,238.31105,140.41022,0
REDEMPTION,778.422,261.08157,232.28023,0
SYNERGY,725.66943,230.99225,201.4301,1
STARTPOINT,724.5779,275.98267,143.99182,0
CALIENTE,728.29047,256.9299,125.18009,0
M8 ALPINE,707.5445,217.1631,156.6457,0
SYNERGY,659.8934,219.63692,188.16292,0
SYNERGY,668.0508,233.44727,102.427,1
REDEMPTION,794.13904,218.86699,370.31863,0
DIGNITAS,715.71545,273.05917,175.68164,1
CALIENTE,771.17755,250.3784,225.25574,0
M8 ALPINE,744.888,245.0932,151.89429,0
M8 ALPINE,767.37164,257.39902,165.9518,0
DIGNITAS,760.2094,286.5968,135.52553,0
RRG,742.8262,288.93958,243.74011,0
RRG,763.57666,240.87689,173.50635,0
RRG,724.81134,225.81328,116.88473,0
RRG,696.26056,245.6352,86.12902,0
RRG,729.6835,249.25844,240.08397,1
RRG,717.2845,236.83829,145.22467,1
RRG,682.6298,243.04298,95.243835,1
NIP,726.22943,259.42947,94.01351,1
NIP,713.9988,232.66042,155.30684,1
RRG,693.29126,240.24702,81.711426,0
RRG,750.49506,276.77286,238.79378,0
RRG,686.704,244.81973,92.700226,0
TEAM VITALITY,700.2401,270.37415,147.63165,1
TEAM VITALITY,685.6523,278.97626,126.8016,1
TEAM VITALITY,702.628,274.18478,79.765564,0
TEAM VITALITY,723.5104,280.36563,82.32271,1
DIGNITAS,790.3848,266.42282,147.61003,1
DIGNITAS,712.62506,282.07574,47.790455,0
DIGNITAS,696.69226,258.93765,125.667625,0
DIGNITAS,718.81775,252.91743,144.34753,0
M8 ALPINE,675.71484,228.48538,190.82855,1
M8 ALPINE,712.9085,250.55414,178.85773,0
M8 ALPINE,678.14325,244.86436,139.98799,1
M8 ALPINE,655.0873,245.00258,84.54515,1
M8 ALPINE,714.23236,256.58444,169.90022,0
DIGNITAS,766.26917,248.29144,106.561646,1
DIGNITAS,692.47125,246.33128,129.63963,1
DIGNITAS,724.7267,267.22858,174.97064,0
NIP,683.2861,238.81046,161.63347,1
NIP,652.36346,207.6441,164.7063,0
NIP,711.2465,252.39963,95.734276,0
NIP,696.58215,262.13644,137.2595,0
NIP,765.64056,272.17752,131.84822,0
VITALITY,776.6969,304.25348,160.14104,1
TEAM VITALITY,668.02814,239.9637,83.53411,1
TEAM VITALITY,786.41327,311.59647,94.457054,0
TEAM VITALITY,686.444,254.74251,42.705547,0
WURSTLSTAND,763.6547,239.70064,152.07536,0
WURSTLSTAND,788.078,250.71082,157.61201,0
OMELETTE,744.1572,222.70709,169.81615,1
OMELETTE,750.05774,271.6184,152.95558,1
TEAM EVO,799.8221,266.7194,88.531006,0
OMELETTE,756.04456,265.53552,135.4447,1
TEAM EVO,703.35724,226.10364,173.15015,0
TEAM EVO,790.38885,268.45935,121.312225,1
TEAM EVO,726.29266,260.93732,167.95795,0
COMPLEXITY,709.0968,239.21724,69.89306,0
WURSTLSTAND,692.7344,232.2037,196.9823,0
WURSTLSTAND,754.25555,241.14885,129.30025,0
COMPLEXITY,714.0016,252.45894,200.20268,1
THE ULTIMATES,634.66223,207.35555,98.1908,1
COMPLEXITY,758.1206,236.38388,194.77234,1
COMPLEXITY,734.30817,250.04503,236.11632,1
THE ULTIMATES,715.33936,256.6033,194.38416,0
REBELLION,803.128,246.61426,169.00725,0
THE ULTIMATES,751.20996,254.903,135.48412,1
REBELLION,768.26495,235.91277,286.59714,1
THE ULTIMATES,728.3321,269.1402,129.27069,1
COMPLEXITY,728.5495,234.93196,77.04399,1
REBELLION,769.6245,257.57974,250.13289,0
REBELLION,774.9161,262.92194,173.91748,0
GEN.G MOBIL 1,810.65704,230.54265,223.08968,1
TEAM EVO,802.57355,249.90993,188.55444,1
OMELETTE,731.63153,246.11838,164.7676,0
THE ULTIMATES,751.40106,242.75331,174.4431,1
OMELETTE,757.385,242.68126,97.36733,0
GEN.G MOBILE 1,772.0281,243.19687,186.18903,1
9LIVES,,,,1
TEAM EVO,776.7122,246.27075,158.56006,1
OMELETTE,732.3068,252.70746,94.21143,0
TECH,816.11035,263.94437,165.48633,0
TECH,823.60236,205.70421,249.35326,0
9LIVES,774.4438,228.287,226.70152,1
TECH,853.04785,227.33812,144.18149,1
TECH,872.99585,258.53796,164.17851,1
TECH,841.27203,257.2832,150.54137,0
SPACESTATION,728.7494,279.83948,130.32686,0
SPACESTATION,725.61597,265.10837,226.4731,1
TEAM EVO,796.3043,235.67566,106.32724,1
TEAM EVO,756.8477,265.72244,79.349106,0
SPACESTATION,738.951,292.4222,147.0395,0
TEAM EVO,760.2305,243.51788,150.34349,0
SPACESTATION,739.1716,297.1797,157.9801,1
TEAM EVO,782.2243,252.6197,190.95349,0
SPACESTATION,718.8056,266.46042,107.087006,1
NRG ESPORTS,756.29724,263.63538,170.75366,0
SPACESTATION,734.90936,291.52692,127.40375,0
NRG ESPORTS,750.2813,253.73392,68.5105,1
NRG ESPORTS,750.0602,261.81412,136.5229,1
SPACESTATION,714.70044,248.94936,146.64662,0
NRG ESPORTS,711.2689,261.75867,66.49427,1
SPACESTATION,709.7047,234.37836,173.3728,1
SPACESTATION,738.87946,263.29337,102.29357,1
NRG ESPORTS,820.6905,271.03528,120.22214,0
NRG ESPORTS,778.34534,261.19583,120.26188,0
TEAM EVO,750.20013,259.98505,166.3993,0
NRG ESPORTS,754.6776,247.47278,144.61143,0
TEAM EVO,791.67706,248.91365,161.22037,1
TEAM EVO,784.67487,269.3828,104.25431,1
TEAM EVO,848.36725,282.69214,172.45184,1
NRG ESPORTS,765.94305,268.35455,191.05292,1
GENG MOBIL 1,815.9821,239.64178,238.8291,0
NRG ESPORTS,747.15656,283.4436,215.17834,1
GENG MOBIL 1,728.9771,249.84941,199.096,1
NRG ESPORTS,776.36273,286.23813,175.07777,1
GENG MOBIL 1,751.2257,241.82329,111.41259,1
GENG MOBIL 1,725.399,259.56628,114.50611,0
GENG MOBIL 1,747.8414,267.75513,95.19028,1
NRG ESPORTS,816.48785,272.23978,116.96591,1
NRG ESPORTS,784.67786,272.51852,156.91077,1
GENG MOBIL 1,765.0144,269.49707,106.27178,1
NRG ESPORTS,777.4962,254.10078,165.64503,1
GENG MOBIL 1,778.38464,261.79187,146.4611,0
GENG MOBIL 1,756.4244,240.00465,122.0438,1
