team_name,avg_spacing,std_spacing,min_spacing,won
STRICTLY BIZ,724.3684,263.644,127.32125,0
LOTUS 8,774.41785,264.14313,150.35245,1
9LIVES,763.2044,279.40845,78.35134,1
TECH,751.8177,244.76437,203.39671,0
9LIVES,762.4167,244.53362,204.03828,0
TECH,819.7176,237.49805,206.9558,0
LOTUS 8,752.03546,266.62573,93.60912,0
9LIVES,732.8866,254.70459,99.78721,1
TECH,776.1858,256.80865,227.50014,1
LOTUS 8,684.9074,264.113,63.573597,0
9LIVES,707.08716,242.62791,54.523838,0
TECH,814.3015,275.68927,147.04564,0
ULTIMATES,761.62244,251.96178,213.86511,1
ULTIMATES,708.0679,255.3079,118.70577,0
ULTIMATES,707.4793,243.07768,170.55595,0
SPACESTATION,794.98016,290.07532,102.41351,1
SPACESTATION,746.23254,250.13539,170.8065,1
ULTIMATES,754.67334,227.81744,282.9418,1
REBELLION,739.8588,268.13748,122.97632,1
ULTIMATES,699.72833,250.79,96.70777,0
REBELLION,718.0623,269.0751,127.42817,0
COMPLEXITY,767.12134,257.13443,159.40468,1
SPACESTATION,714.69055,275.34833,98.48991,1
SPACESTATION,728.8436,264.056,113.79975,1
COMPLEXITY,732.064,242.40688,180.18929,0
OMELETTE,779.17535,254.85538,96.71833,0
COMPLEXITY,681.366,242.8903,72.86086,1
SPACESTATION,750.04095,247.61299,177.02605,1
ULTIMATES,724.66736,240.6459,60.24174,1
ULTIMATES,699.21967,256.70126,99.95926,1
ULTIMATES,690.6296,261.51468,53.722702,1
ULTIMATES,722.08966,239.88043,134.66493,1
STRICTLY BIZ,737.0119,267.75815,149.01373,1
STRICTLY BIZ,764.24084,255.10278,193.67328,0
STRICTLY BIZ,776.0811,256.90628,109.9161,0
STRICTLY BIZ,679.4443,223.38615,160.1927,0
PIRATES,742.1732,239.68854,188.38786,0
PIRATES,722.0288,273.5994,139.17873,1
COMPLEXITY,713.15576,245.86816,186.39343,1
COMPLEXITY,691.3647,211.06499,156.69072,0
COMPLEXITY,752.0831,258.0953,130.19002,0
ULTIMATES,756.2824,264.0794,104.84872,1
ULTIMATES,775.22314,304.4454,148.48413,1
ULTIMATES,746.54224,275.42462,225.54121,1
COMPLEXITY,721.34235,271.18335,79.42207,0
COMPLEXITY,775.81537,227.18546,155.54584,0
COMPLEXITY,737.65533,254.27391,70.48884,1
COMPLEXITY,743.12695,252.52321,264.25253,0
ULTIMATES,698.645,251.62291,111.35245,1
ULTIMATES,688.4223,278.84555,54.97273,1
PIRATES,754.93,232.19156,141.1487,0
PIRATES,747.7966,245.74384,155.95381,0
PIRATES,698.2619,242.67332,221.75676,0
ULTIMATES,724.31006,262.3067,48.530262,0
ULTIMATES,765.7581,269.84344,131.6339,1
ULTIMATES,758.6412,264.16095,61.601498,0
HELFIE CHIEFS,742.1302,246.29926,150.43462,0
GEEKAY ESPORTS,801.8136,248.79665,56.36795,1
GEEKAY ESPORTS,759.31836,255.35756,117.14547,1
HELFIE CHIEFS,714.7326,230.69261,113.34878,0
GEEKAY ESPORTS,794.1873,267.46786,145.00378,1
GENG MOBIL1,817.95276,275.4105,84.20948,1
GENG MOBIL1,781.57904,306.34897,107.16785,0
KARMINE CORP,741.79047,280.35153,106.5014,1
GENG MOBIL1,774.5868,265.97733,148.26765,0
KARMINE CORP,718.31976,254.68239,159.62234,1
TWISTED MINDS,751.3887,276.18515,143.13747,1
TWISTED MINDS,754.091,272.9361,165.90785,1
TWISTED MINDS,754.43115,271.89352,114.703156,0
LUMINOSITY,753.31555,238.2021,137.86055,0
TWISTED MINDS,771.6469,271.90088,99.45977,0
LUMINOSITY,795.0638,262.6454,214.47502,0
LUMINOSITY,747.78973,264.2255,79.16387,0
TEAM FALCONS,739.33234,251.74072,176.00677,1
TEAM FALCONS,735.5041,255.28525,112.32041,1
COMPLEXITY,767.6529,274.62875,88.07433,0
TEAM FALCONS,740.68835,282.53113,64.90357,0
TEAM FALCONS,715.7329,272.51758,118.093445,1
FURIA,694.5237,246.3758,95.18626,0
KARMINE CORP,772.6904,269.85422,82.865776,1
FURIA,645.17456,242.93887,157.46645,0
THE ULTIMATES,710.9042,254.75858,111.02729,0
TEAM FALCONS,786.1886,247.68776,246.14697,0
THE ULTIMATES,703.3613,239.21857,149.40076,1
THE ULTIMATES,702.1263,254.12328,142.24236,0
THE ULTIMATES,668.65265,233.48056,77.679634,0
LUMINOSITY,739.0636,274.0315,133.81029,0
WILDCARD,778.55743,257.2621,127.700935,1
LUMINOSITY,760.76154,256.76013,149.47511,0
LUMINOSITY,825.13947,259.54752,147.73889,0
WILDCARD,771.3864,284.15067,67.057396,1
TEAM SECRET,729.3175,255.47179,139.52617,0
TEAM SECRET,758.44434,256.16028,150.71196,0
HELFIE CHIEFS,759.76154,253.75458,116.362404,0
HELFIE CHIEFS,725.48047,170.21179,241.58406,0
HELFIE CHIEFS,772.98175,230.92752,50.865475,0
TEAM VITALITY,684.686,260.91504,83.61729,1
THE ULTIMATES,741.30054,222.7162,139.07246,1
KARMINE CORP,718.3602,253.26799,65.97721,1
FURIA,749.334,266.3836,140.60002,1
KARMINE CORP,718.1931,263.16827,97.27942,1
KARMINE CORP,767.8828,261.40195,124.4093,1
FURIA,748.9466,254.34563,186.80882,0
FUT ESPORTS,771.50446,297.53864,109.07578,1
FUT ESPORTS,753.4241,257.89417,136.4115,1
FUT ESPORTS,741.5977,257.6295,145.07593,0
FUT ESPORTS,674.5133,246.78879,153.06175,0
WILDCARD,784.14703,259.8612,173.38121,0
FUT ESPORTS,728.939,253.17148,92.10319,0
WILDCARD,749.4726,288.72043,164.27248,0
HELFIE CHIEFS,748.52344,245.80095,165.31702,1
HELFIE CHIEFS,745.7818,265.05264,130.47105,0
HELFIE CHIEFS,774.5057,283.61728,172.97632,1
TWISTED MINDS,738.7647,253.26877,144.24406,0
HELFIE CHIEFS,832.94354,243.44981,293.08142,0
TWISTED MINDS,777.82404,285.48303,130.32584,1
HELFIE CHIEFS,765.94214,242.0181,244.92876,0
TWISTED MINDS,762.08527,301.01215,118.59159,0
GEEKAY ESPORTS,747.30676,258.02316,61.956913,1
GEEKAY ESPORTS,794.73895,266.26944,218.6765,0
TEAM FALCONS,737.3067,244.7251,189.8586,0
GEEKAY ESPORTS,741.4429,273.821,166.54688,0
FURIA,779.8116,258.33438,151.31453,1
FURIA,711.5559,251.01717,110.474365,1
TEAM SECRET,757.44025,239.81189,80.15393,0
FURIA,756.7489,264.0205,101.71173,1
TEAM SECRET,759.9945,278.83408,145.59431,0
TEAM SECRET,749.38165,233.40625,217.30945,1
TEAM SECRET,690.20294,205.3512,121.66455,0
TWISTED MINDS,754.476,265.52878,139.7905,1
TWISTED MINDS,749.2089,282.811,105.52938,1
LUMINOSITY,724.2886,257.93558,169.06519,1
LUMINOSITY,727.4491,284.92188,110.415955,0
LUMINOSITY,730.41675,242.89017,101.51516,1
GEEKAY ESPORTS,711.3802,287.9833,104.881096,0
GEEKAY ESPORTS,753.5425,237.3341,209.58128,0
LUMINOSITY,809.66345,247.28967,214.68431,0
LUMINOSITY,820.0369,277.6628,175.11461,0
GEEKAY ESPORTS,757.2932,288.1325,140.12962,1
TWISTED MINDS,775.4841,266.45496,137.29845,1
TWISTED MINDS,813.229,275.627,161.60455,1
TWISTED MINDS,788.41364,282.81415,155.2525,0
TWISTED MINDS,800.353,290.32043,240.02155,0
TWISTED MINDS,719.62225,262.88794,142.76775,0
GEEKAY ESPORTS,757.0731,282.8946,87.48251,0
GEEKAY ESPORTS,749.03375,285.32535,99.02777,0
GEEKAY ESPORTS,778.643,259.1267,186.64708,0
TEAM VITALITY,745.3043,273.37814,60.94515,1
TEAM VITALITY,685.1584,277.64194,115.64767,1
TEAM VITALITY,710.309,237.63484,147.81422,0
TEAM VITALITY,683.32513,252.25389,144.51122,0
TEAM VITALITY,687.05634,252.12299,119.78049,0
KARMINE CORP,739.9262,226.67438,163.25587,0
KARMINE CORP,766.8202,257.6076,213.33281,1
KARMINE CORP,707.5352,242.16823,138.97217,1
TEAM FALCONS,711.8018,267.1326,57.339016,1
TEAM FALCONS,722.9802,237.02098,173.81976,0
TEAM FALCONS,747.18274,278.39377,117.221275,0
TEAM FALCONS,729.05066,250.368,90.53385,1
TEAM FALCONS,734.8199,262.54898,143.49213,0
TEAM FALCONS,719.35156,243.33649,75.95443,0
FURIA,718.09094,246.67627,196.8304,0
FURIA,621.7558,267.18692,43.88823,1
FURIA,661.7372,245.53676,111.42129,1
FURIA,685.7746,255.21895,137.72328,0
THE ULTIMATES,664.64325,257.1462,113.19922,0
THE ULTIMATES,684.6379,253.15494,120.25028,0
THE ULTIMATES,687.5725,258.81693,125.94921,0
THE ULTIMATES,710.4034,238.5204,162.35951,1
KARMINE CORP,711.14276,241.50075,106.77557,1
KARMINE CORP,741.9863,277.32944,93.603386,1
KARMINE CORP,747.5377,247.54173,135.19733,1
KARMINE CORP,749.095,260.68085,192.12581,1
KARMINE CORP,692.37396,247.68585,137.31755,1
KARMINE CORP,770.8622,239.01898,160.44826,1
KARMINE CORP,719.09784,228.5102,155.24983,1
NAH,697.2766,268.54297,155.93555,0
PIRATES,707.23584,232.67715,159.71956,1
PIRATES,728.05774,274.64166,134.84964,0
REBELLION,809.76184,281.88876,222.13855,0
REBELLION,781.7537,260.2269,185.7591,0
SIMTAWK+1,697.52686,265.033,55.581287,0
PIRATES,703.4053,249.37755,73.82358,0
SIMTAWK+1,732.21576,263.8425,166.6504,0
DELETED,775.79504,277.21222,132.59447,0
PIRATES,749.8602,259.42072,141.5986,0
SIMTAWK+1,707.14685,274.5175,119.77773,0
DELETED,779.5543,268.53748,165.83586,1
DELETED,765.6482,284.86728,104.18281,1
PIRATES,689.45166,277.5835,120.991905,0
DELETED,779.99963,281.237,95.23331,0
DELETED,800.60693,255.87169,184.848,0
SIMTAWK+1,724.2337,250.17552,160.84483,0
POWER RANGERS,743.0332,266.96695,115.73354,0
SIMTAWK+1,736.33795,248.10147,86.86008,1
POWER RANGERS,765.63495,250.51712,159.69199,0
SIMTAWK+1,769.9277,266.2351,186.20854,0
POWER RANGERS,717.66376,253.55054,153.00462,0
NAH,757.99664,258.03375,178.21272,0
SIMTAWK+1,720.0202,236.4379,103.223015,0
NAH,802.28845,271.77338,111.27039,1
STRICTLYBIZ,793.45514,264.12973,117.016815,0
NAH,816.358,260.01306,121.33474,1
STRICTLYBIZ,758.0839,230.59453,130.79138,1
STRICTLYBIZ,730.88916,284.42834,85.29829,0
TEAM EVO,747.8329,244.1621,192.94734,0
NAH,817.1247,261.18262,251.59741,1
REBELLION,794.6744,250.27216,235.44661,1
NAH,762.71796,242.90114,244.93379,0
REBELLION,791.60675,269.34692,120.12333,1
NAH,768.5516,278.9355,85.63504,0
PWR RANGERS,733.45087,258.0841,195.41998,0
WASSUP,692.3605,256.15506,128.77888,1
NAH,768.008,267.94272,120.69228,1
WASSUP,789.7645,283.56696,59.470615,0
WASSUP,699.3729,266.03427,50.47539,0
ULTIMATES,686.6599,246.61908,72.5476,0
ULTIMATES,740.3051,225.32846,222.76863,1
ULTIMATES,694.4946,249.65411,110.07778,0
WASSUP,738.5712,281.92255,142.41014,1
ULTIMATES,731.1405,261.97055,98.41769,0
9LIVES,710.95074,261.13586,186.07758,0
WASSUP,734.7523,255.72493,114.72849,0
9LIVES,745.08716,274.45648,42.007133,1
REBELLION,806.66296,266.46158,156.1262,0
9LIVES,754.8204,259.5608,231.47601,0
REBELLION,774.48694,245.76108,189.93874,0
REBELLION,796.48376,266.22543,122.35702,1
REBELLION,831.55255,231.06694,180.56421,1
REBELLION,790.32294,251.6944,50.126328,0
REBELLION,776.4134,245.89012,183.77791,1
REBELLION,797.4263,266.5489,91.21005,0
COMPLEXITY,731.4532,282.38446,74.79121,0
DELETED,834.81323,253.47453,222.27129,0
COMPLEXITY,729.84607,270.94226,145.20853,1
DELETED,795.3823,289.27817,186.21588,0
DELETED,840.7093,277.3306,108.90665,0
DELETED,785.9574,294.97598,42.36252,0
COMPLEXITY,726.7767,267.91898,124.34188,1
GEN.G MOBIL 1,706.73615,278.4021,186.5321,1
GEN.G MOBIL 1,761.7745,268.4982,119.97656,0
GEN.G MOBIL 1,770.5148,234.60512,142.60843,1
9LIVES,748.9551,240.77539,39.566242,0
9LIVES,716.6022,264.21692,105.33787,1
9LIVES,728.88916,240.47556,149.44276,0
9LIVES,712.5243,232.5814,108.57833,0
ULTIMATES,781.0159,289.15253,187.99329,1
ULTIMATES,691.1941,267.96097,169.56316,0
ULTIMATES,713.04584,246.83629,114.11618,0
ULTIMATES,656.1767,277.51065,102.94222,1
ULTIMATES,685.7434,258.66373,121.80051,0
GEN.G MOBIL 1,729.5092,266.25433,134.32307,0
GEN.G MOBIL 1,754.05524,261.15457,103.05723,0
GEN.G MOBIL 1,753.61334,232.14098,144.00217,1
GEN.G MOBIL 1,715.5647,289.0438,58.65942,1
COMPLEXITY,690.046,275.42923,42.499966,0
COMPLEXITY,710.69446,245.07843,101.15183,0
COMPLEXITY,658.4072,260.18784,157.22383,0
COMPLEXITY,714.811,276.98538,125.79766,0
GEN.G MOBIL 1,729.1308,261.97467,135.59369,0
GEN.G MOBIL 1,729.6825,271.79865,233.88307,0
GEN.G MOBIL 1,751.8863,266.7531,103.68987,0
GEN.G MOBIL 1,753.9043,260.3535,183.62077,0
DOPAMINE,714.4507,278.49707,117.67649,0
M8 ALPINE,742.3654,235.58444,169.6841,1
DOPAMINE,678.21783,234.02007,71.83697,1
GEEKAY ESPORTS,764.45325,227.02968,147.99133,1
M8 ALPINE,729.4984,245.92563,127.903175,1
100%,805.41956,265.76526,184.50415,1
DOPAMINE,695.0371,261.02475,173.2075,0
DOPAMINE,670.34863,264.39786,161.8419,0
100%,786.62396,233.51837,137.07707,1
GEEKAY ESPORTS,747.94086,244.00348,163.6383,1
100%,759.59607,275.61282,79.591644,0
ATOM UNITY,648.6612,268.99747,112.856995,0
ATOM UNITY,755.6712,275.6069,160.40059,1
ATOM UNITY,691.8685,255.3093,81.24783,0
100%,826.7213,272.16077,133.21178,1
KARMINE CORP,740.5429,274.97617,186.44243,1
ATOM UNITY,738.9786,260.47812,82.217575,0
GEEKAY ESPORTS,753.0364,274.74182,93.22858,0
TEAM BSK,720.33325,253.92018,66.63232,1
GENTLE MATES,730.703,271.30954,159.62437,1
TEAM BDS,730.9115,250.67067,71.408745,0
ATOM UNITY,735.7048,265.0565,90.03281,0
KARMINE CORP,748.4955,256.44894,47.835377,0
ATOM UNITY,665.2866,245.36891,185.92613,0
TEAM BSK,781.2426,267.2541,132.16382,1
GEEKAY ESPORTS,761.7949,295.63303,103.27506,1
TEAM BSK,737.15125,288.3757,107.01357,1
GEEKAY ESPORTS,700.8104,247.76764,124.09199,1
TEAM BDS,710.47046,243.09435,153.69629,0
KARMINE CORP,756.02374,231.65729,124.72748,1
GEEKAY ESPORTS,764.9251,258.95746,183.55595,1
DANGEROUS,768.5439,258.0531,159.31856,0
KARMINE CORP,748.5037,255.06073,128.93999,1
GENTLE MATES,739.58203,219.17093,192.6919,1
DANGEROUS,750.0724,254.52878,184.04688,1
DANGEROUS,793.9233,260.5317,216.8626,0
F4WD,784.3599,246.24377,126.071434,0
F4WD,702.69714,237.45694,154.56354,0
NIP,811.41797,266.57474,130.32541,1
F4WD,767.7462,251.8887,190.00435,0
TEAM JJROX,703.83563,255.8287,202.43327,0
NIP,800.3511,277.5988,128.63745,1
KARMINE CORP,738.4067,258.526,106.72428,1
TEAM BDS,694.3041,251.64107,92.86184,1
TEAM JJROX,662.23694,236.53244,130.26117,1
KARMINE CORP,758.806,235.25258,189.72125,1
TEAM JJROX,681.1353,253.69603,115.488365,0
TEAM BDS,731.74445,296.79623,107.18972,0
TEAM BDS,714.3628,278.99957,162.47198,0
100%,785.1437,254.78293,153.6147,0
100%,827.0461,246.48192,210.86705,1
100%,750.86633,257.61148,220.99348,0
SYNERGY,733.3813,247.79274,84.3288,0
NIP,790.6047,260.2296,217.2747,1
SYNERGY,744.60406,251.12273,188.64648,1
SYNERGY,664.64856,262.48022,73.13015,0
SYNERGY,723.6441,250.46501,120.678406,1
SYNERGY,694.7726,251.04344,67.77392,1
F4WD,740.78094,275.15906,159.98901,0
F4WD,788.75635,263.9591,140.44627,0
F4WD,707.55914,241.25337,165.27423,0
NIP,805.0363,238.6459,298.5203,1
NIP,764.7762,247.38182,134.41917,1
NIP,752.0982,272.17297,77.139755,1
NIP,770.96906,277.51288,87.85095,1
M8 ALPINE,670.93866,211.07703,220.69762,0
M8 ALPINE,691.65936,245.22398,178.70178,0
M8 ALPINE,697.2496,281.1265,105.14243,0
M8 ALPINE,614.89233,203.90645,234.15137,0
KCORP,792.331,241.27983,172.78082,1
KCORP,737.82916,231.25864,235.78957,1
DIGNITAS,788.8569,297.53226,151.61874,1
DIGNITAS,753.67346,242.1887,231.5959,0
NIP,777.1958,256.54227,107.3042,0
NIP,705.80176,230.99442,73.3269,0
NIP,723.63605,264.55533,33.61141,1
NIP,755.78467,262.57535,203.55444,0
DIGNITAS,781.5665,275.6954,47.69376,0
DIGNITAS,725.27576,229.34807,171.05518,1
DIGNITAS,729.17365,255.78178,54.5731,0
DIGNITAS,754.3754,280.25183,104.96197,1
DIGNITAS,748.6478,263.604,105.58073,0
DIGNITAS,738.51385,211.21564,153.23402,0
KCORP,742.4872,257.38318,188.65753,0
KCORP,691.4881,247.94759,98.49729,1
KARMINE CORP,738.244,238.32573,34.87213,1
KARMINE CORP,735.54193,280.9829,200.30365,1
KARMINE CORP,757.9115,286.2749,185.9127,0
KARMINE CORP,752.23694,247.93758,113.25619,0
KARMINE CORP,697.8413,265.7504,28.36664,1
REBELLION,857.0324,262.71744,269.60574,0
REBELLION,857.77515,265.35443,253.33708,0
PIRATES,725.64667,244.59889,81.50648,1
PIRATES,729.8874,261.59354,159.43684,0
DELETED,817.86334,258.86234,167.1288,1
DELETED,763.4046,217.16968,252.5319,0
PIRATES,762.93536,263.5455,166.09575,0
SCHNITZELHAUS,766.7491,269.28967,215.68555,1
SCHNITZELHAUS,725.3561,268.12833,148.29512,0
SCHNITZELHAUS,797.1383,280.9491,150.0374,0
BUBBLE SORT,764.52124,284.18643,100.81839,0
DELETED,817.5425,233.23418,215.34941,0
PIRATES,735.90985,259.3744,68.50827,0
DELETED GAMING,803.0056,261.42453,202.79362,1
PIRATES,718.675,262.7848,82.808624,0
DELETED,773.3535,284.3263,100.9441,1
DELETED GAMING,806.9688,269.19736,164.04631,1
PIRATES,778.88257,254.6201,127.08405,1
STRICTLYBIZ,746.57526,245.17285,276.88745,1
PIRATES,711.0743,241.80501,114.72625,0
PIRATES,753.936,272.0895,104.47993,1
STRICTLYBIZ,729.7315,254.71045,149.9862,0
PIRATES,744.88043,254.128,137.0727,1
STRICTLYBIZ,801.55646,264.7365,126.89307,1
REBELLION,752.154,243.94505,169.16618,0
SIMTAWK+1,703.0909,245.38475,190.6079,0
SOS,691.9801,239.90652,131.02048,0
SOS,616.5297,222.25377,123.107155,0
SIMTAWK+1,745.68,272.62387,131.27443,0
SOS,675.30035,228.1556,228.80891,0
STRICTLYBIZ,725.66644,240.21863,141.52916,1
GEN.G MOBIL 1,775.1335,266.51694,156.89229,0
SCHNITZELHAUS,780.56335,243.01309,283.9596,1
COMPLEXITY,739.23224,284.5887,57.80096,0
S.O.S,741.38995,240.5454,246.19563,0
STEP BROS,703.2207,261.83154,111.79932,0
STRICTLYBIZ,775.87244,214.87177,243.48918,1
COMPLEXITY,718.2342,250.22977,138.08073,1
S.O.S,685.42,246.14906,178.47179,0
STEP BROS,747.6215,258.38547,134.3929,1
GEN.G MOBIL 1,717.88257,244.88707,164.50949,0
COMPLEXITY,749.70105,258.55728,96.68457,1
GEN.G MOBIL 1,759.9288,273.588,141.30486,0
STRICTLYBIZ,758.8916,232.87494,170.99992,0
COMPLEXITY,673.1296,277.06427,136.45088,0
STEP BROS,715.0825,266.17413,115.31302,0
COMPLEXITY,722.4825,254.3595,127.988976,0
STRICTLYBIZ,797.98035,266.10602,86.21649,1
STEP BROS,795.1519,265.7966,84.44869,0
STRICTLYBIZ,796.34033,219.64166,219.85173,1
COMPLEXITY,729.34595,257.6694,95.85122,1
COMPLEXITY,715.7978,261.06445,150.67244,1
COMPLEXITY,693.62866,254.46947,117.214905,0
STRICTLYBIZ,780.8003,263.5709,184.84003,1
ULTIMATES,672.81903,248.26608,131.77667,0
ULTIMATES,738.6001,245.50151,148.30486,0
ULTIMATES,716.6852,253.1306,256.337,0
ULTIMATES,719.7977,243.71233,134.51302,1
SCHNITZEL,738.9132,235.81989,182.22588,0
SCHNITZEL,720.9213,234.0677,153.89796,0
SCHNITZEL,750.76654,249.48964,143.6685,0
TEAM EVO,727.64954,251.3407,166.36304,0
TEAM EVO,751.4681,253.5055,149.3853,0
TEAM EVO,790.2131,260.27512,171.42195,0
THE BOYS,710.272,288.9445,49.497356,1
THE BOYS,777.96844,262.76282,146.89656,0
THE BOYS,707.0538,248.33298,133.0379,0
THE BOYS,727.3039,275.20663,62.413635,1
THE BOYS,709.50336,248.6877,45.658478,0
THE BOYS,783.3798,306.06775,58.735302,1
STRICTLYBIZ,746.55194,260.06976,139.75204,0
THE BOYS,752.8938,266.29974,95.58485,0
STRICTLYBIZ,734.7105,261.27026,235.49565,1
THE BOYS,763.8181,229.71634,119.74578,0
STRICTLYBIZ,671.38257,231.60593,155.09135,1
STRICTLYBIZ,741.5608,253.25623,154.69832,1
STRICTLYBIZ,771.18994,259.66858,172.58269,0
STRICTLYBIZ,767.8966,255.76045,108.643166,1
SPACESTATION,705.74414,266.6691,89.05478,0
SPACESTATION,766.4861,265.26517,111.543236,0
STRICTLYBIZ,686.49316,257.06598,195.3644,0
SPACESTATION,777.553,261.70532,111.837524,0
STRICTLYBIZ,761.4112,283.85007,49.452465,0
STRICTLYBIZ,753.9487,251.13676,58.76927,0
KARMINE CORP,812.20264,240.71628,198.02881,1
BOBRITO BANDITO,745.5201,221.93759,171.78609,0
ATM,721.04236,270.0455,168.2356,0
GEEKAY ESPORTS,779.0862,231.82146,234.79149,1
BOBRITO BANDITO,695.8882,231.86151,199.14972,0
ATM,754.83105,258.26254,175.37543,0
GEEKAY ESPORTS,749.04846,258.72284,167.07346,1
KARMINE CORP,761.543,257.0593,137.75569,1
BOBRITO BANDITO,726.32745,260.213,81.12664,0
ATM,662.01636,256.6434,60.17749,1
GEEKAY ESPORTS,696.87384,243.38579,95.78931,1
ATM,793.0279,269.67157,212.61365,1
BOBRITO BANDITO,785.5948,246.94014,184.09192,0
BOBRITO BANDITO,727.7222,218.84883,186.34355,0
BOBRITO BANDITO,703.7243,236.18483,183.00603,0
GEEKAY ESPORTS,732.0424,257.66107,104.41306,1
CALIENTE,721.5552,251.24232,137.69946,0
KARMINE CORP,716.0714,259.62323,96.97434,1
KARMINE CORP,773.26184,241.4908,234.51575,0
CALIENTE,692.4842,233.53552,100.07364,1
GEEKAY ESPORTS,768.1403,252.56926,202.74776,0
KARMINE CORP,703.04407,258.36816,94.03399,1
CALIENTE,733.29956,254.5684,124.86375,0
DIGNITAS,769.02234,273.58807,104.00118,1
CALIENTE,737.60187,224.34328,260.02798,0
DIGNITAS,810.7656,244.19498,206.99327,1
GEEKAY ESPORTS,755.75616,254.78667,195.97896,1
CALIENTE,762.72424,268.71057,146.18407,1
DIGNITAS,782.911,255.83925,194.32451,0
GEEKAY ESPORTS,720.3488,287.89398,51.915157,1
DIGNITAS,761.51886,258.90845,173.34673,0
DIGNITAS,780.65515,236.47865,131.45227,1
GEEKAY ESPORTS,702.21936,260.49054,139.68713,1
DIGNITAS,807.37244,232.19467,136.82384,0
SMOKEY BACON,781.2949,256.17572,169.89357,0
ATM,742.517,252.31277,91.34171,0
ATM,694.1676,237.43678,135.51741,1
100%,780.2835,268.39328,218.93251,0
ATM,740.2489,267.14816,153.71678,1
100%,834.2815,228.98003,325.9306,0
ATM,739.10236,233.98126,172.02098,1
ATM,746.50305,250.42548,109.78599,0
ATM,739.6766,255.34795,214.95972,1
ATM,763.08344,267.2978,154.5259,1
F4WD,733.21765,256.7799,170.7871,0
F4WD,711.4327,240.2117,170.97949,1
DIGNITAS,788.74475,263.48087,139.90375,0
DIGNITAS,727.4681,258.01724,199.44823,1
GEEKAY ESPORTS,816.40985,279.80396,212.80647,0
GEEKAY ESPORTS,770.23926,247.54816,185.21321,1
GEEKAY ESPORTS,737.4275,269.73233,88.8725,1
DIGNITAS,822.3614,222.83234,135.55249,1
DIGNITAS,791.3605,259.0222,129.81493,0
DIGNITAS,774.9356,250.16614,159.1371,1
DIGNITAS,813.5633,271.79465,212.80298,1
DIGNITAS,829.72235,253.58865,157.8997,1
TEAM VITALITY,720.05536,231.22504,139.78908,1
TEAM VITALITY,687.92804,257.14343,120.72473,0
TEAM VITALITY,702.60394,260.15427,133.82655,1
TEAM VITALITY,692.1253,233.17873,177.8836,0
TEAM VITALITY,692.54596,267.36258,144.02458,1
KARMINE CORP,735.29956,242.6123,154.03716,1
KARMINE CORP,686.57465,236.77412,141.22052,0
KARMINE CORP,726.7324,275.0465,94.327065,1
KARMINE CORP,750.3299,257.66525,210.80962,1
KARMINE CORP,798.6324,229.0433,284.83658,1
GEEKAY ESPORTS,705.2065,272.9083,185.6046,1
GEEKAY ESPORTS,777.5387,249.04314,191.34082,1
GEEKAY ESPORTS,716.5575,250.2754,176.67317,1
DIGNITAS,733.79193,249.9021,132.63976,1
DIGNITAS,772.437,263.75058,196.5271,0
DIGNITAS,746.42896,253.11757,186.79968,0
DIGNITAS,740.7476,268.2101,127.97408,1
KARMINE CORP,788.5568,254.10257,171.97969,1
KARMINE CORP,722.9523,262.977,103.78882,1
KARMINE CORP,793.44165,247.34186,266.6406,1
KARMINE CORP,755.44714,236.30122,63.111206,1
DIGNITAS,777.5074,254.14325,216.74797,1
DIGNITAS,764.19183,252.15189,194.26843,1
DIGNITAS,794.3838,251.21523,189.36525,0
DIGNITAS,760.81537,252.46915,105.48355,0
DIGNITAS,730.9042,258.28302,118.72167,1
KARMINE CORP,734.8436,247.5607,182.97218,1
KARMINE CORP,787.5624,235.81741,138.84229,0
KARMINE CORP,737.86615,254.38258,172.66461,0
KARMINE CORP,726.6354,255.60785,104.783394,0
KARMINE CORP,736.313,239.20721,163.07672,0
REBELLION,830.3349,277.8669,136.84633,1
REBELLION,815.0862,259.83264,155.73126,1
REBELLION,782.99927,261.68463,196.61601,0
STRICTLYBIZ,726.8735,285.34705,164.39006,0
REBELLION,795.6863,266.62894,128.92767,0
STRICTLYBIZ,699.5601,244.47478,162.5743,0
BUBBLE SORT,691.4969,276.96497,129.21878,1
BUBBLE SORT,661.76984,296.25543,48.075848,0
DELETED,784.1023,261.82275,177.79298,0
BUBBLE SORT,672.8581,263.59216,95.01231,0
WASSUP,791.67255,277.2694,80.86198,1
STRICTLYBIZ,820.5154,283.67365,175.6847,1
DELETED,844.2156,250.40242,152.43785,0
REBELLION,715.825,276.08862,162.33368,0
STRICTLYBIZ,777.05414,233.35997,205.14796,1
DELETED,839.84186,270.8576,229.64679,1
REBELLION,774.9522,247.79002,197.35606,0
STRICTLYBIZ,765.44147,256.4258,135.6699,0
REBELLION,814.6254,270.17786,63.85156,0
DELETED,754.56177,261.65683,127.012245,1
DELETED,717.49036,247.81082,130.62993,1
REBELLION,775.0341,239.84892,214.67961,0
DELETED,782.76996,290.7734,103.807976,1
REBELLION,775.71277,270.2931,143.28473,1
DELETED,781.5398,279.26877,106.706116,1
REBELLION,777.2712,241.04446,189.57698,0
REBELLION,780.00775,265.02237,104.327446,1
REBELLION,820.894,238.2725,126.30505,0
S.O.S.,719.4151,248.13422,168.23297,1
 WASSUP,739.3947,268.2365,73.46085,0
